,feature name,rank
2092,CKSAAP_LW.gap0,2525
2093,CKSAAP_LY.gap0,2525
2094,CKSAAP_MA.gap0,2525
2095,CKSAAP_MD.gap0,2525
2096,CKSAAP_ME.gap0,2525
2097,CKSAAP_MF.gap0,2525
2098,CKSAAP_MG.gap0,2525
2099,CKSAAP_MI.gap0,2525
2090,CKSAAP_LT.gap0,2525
2054,CKSAAP_IY.gap0,2525
2078,CKSAAP_LF.gap0,2525
2076,CKSAAP_LD.gap0,2525
2056,CKSAAP_KC.gap0,2525
2057,CKSAAP_KD.gap0,2525
2058,CKSAAP_KE.gap0,2525
2059,CKSAAP_KF.gap0,2525
2060,CKSAAP_KG.gap0,2525
2061,CKSAAP_KH.gap0,2525
2062,CKSAAP_KI.gap0,2525
2063,CKSAAP_KK.gap0,2525
2064,CKSAAP_KL.gap0,2525
2077,CKSAAP_LE.gap0,2525
2065,CKSAAP_KM.gap0,2525
2067,CKSAAP_KP.gap0,2525
2068,CKSAAP_KQ.gap0,2525
2069,CKSAAP_KR.gap0,2525
2070,CKSAAP_KS.gap0,2525
2071,CKSAAP_KT.gap0,2525
2072,CKSAAP_KV.gap0,2525
2073,CKSAAP_KY.gap0,2525
2074,CKSAAP_LA.gap0,2525
2075,CKSAAP_LC.gap0,2525
2066,CKSAAP_KN.gap0,2525
2006,CKSAAP_GI.gap0,2525
2005,CKSAAP_GH.gap0,2525
2004,CKSAAP_GG.gap0,2525
1935,CKSAAP_CK.gap0,2525
1936,CKSAAP_CL.gap0,2525
1937,CKSAAP_CN.gap0,2525
1938,CKSAAP_CP.gap0,2525
1939,CKSAAP_CS.gap0,2525
1940,CKSAAP_CT.gap0,2525
1941,CKSAAP_CV.gap0,2525
1942,CKSAAP_DA.gap0,2525
1943,CKSAAP_DC.gap0,2525
1934,CKSAAP_CG.gap0,2525
1944,CKSAAP_DD.gap0,2525
1946,CKSAAP_DF.gap0,2525
1947,CKSAAP_DG.gap0,2525
1948,CKSAAP_DH.gap0,2525
1949,CKSAAP_DI.gap0,2525
1950,CKSAAP_DK.gap0,2525
1951,CKSAAP_DL.gap0,2525
1952,CKSAAP_DM.gap0,2525
1953,CKSAAP_DN.gap0,2525
1954,CKSAAP_DP.gap0,2525
1945,CKSAAP_DE.gap0,2525
1955,CKSAAP_DQ.gap0,2525
1933,CKSAAP_CE.gap0,2525
1931,CKSAAP_CA.gap0,2525
1812,KSCTriad_g7.g3.g1.gap0,2525
1911,CKSAAP_AA.gap0,2525
1912,CKSAAP_AC.gap0,2525
1913,CKSAAP_AD.gap0,2525
1914,CKSAAP_AE.gap0,2525
1915,CKSAAP_AF.gap0,2525
1916,CKSAAP_AG.gap0,2525
1917,CKSAAP_AH.gap0,2525
1918,CKSAAP_AI.gap0,2525
1932,CKSAAP_CD.gap0,2525
1919,CKSAAP_AK.gap0,2525
1921,CKSAAP_AM.gap0,2525
1922,CKSAAP_AN.gap0,2525
1924,CKSAAP_AQ.gap0,2525
1925,CKSAAP_AR.gap0,2525
1926,CKSAAP_AS.gap0,2525
1927,CKSAAP_AT.gap0,2525
1928,CKSAAP_AV.gap0,2525
1929,CKSAAP_AW.gap0,2525
1930,CKSAAP_AY.gap0,2525
1920,CKSAAP_AL.gap0,2525
1956,CKSAAP_DR.gap0,2525
1957,CKSAAP_DS.gap0,2525
1958,CKSAAP_DT.gap0,2525
1984,CKSAAP_FE.gap0,2525
1985,CKSAAP_FF.gap0,2525
1986,CKSAAP_FG.gap0,2525
1987,CKSAAP_FH.gap0,2525
1988,CKSAAP_FI.gap0,2525
1989,CKSAAP_FK.gap0,2525
1990,CKSAAP_FL.gap0,2525
1991,CKSAAP_FN.gap0,2525
1992,CKSAAP_FP.gap0,2525
1983,CKSAAP_FD.gap0,2525
1993,CKSAAP_FQ.gap0,2525
1995,CKSAAP_FS.gap0,2525
1996,CKSAAP_FT.gap0,2525
1997,CKSAAP_FV.gap0,2525
1998,CKSAAP_FY.gap0,2525
1999,CKSAAP_GA.gap0,2525
2000,CKSAAP_GC.gap0,2525
2001,CKSAAP_GD.gap0,2525
2002,CKSAAP_GE.gap0,2525
2003,CKSAAP_GF.gap0,2525
1994,CKSAAP_FR.gap0,2525
1982,CKSAAP_FC.gap0,2525
1981,CKSAAP_FA.gap0,2525
1980,CKSAAP_EY.gap0,2525
1959,CKSAAP_DV.gap0,2525
1960,CKSAAP_DY.gap0,2525
1961,CKSAAP_EA.gap0,2525
1962,CKSAAP_EC.gap0,2525
1963,CKSAAP_ED.gap0,2525
1964,CKSAAP_EE.gap0,2525
1965,CKSAAP_EF.gap0,2525
1966,CKSAAP_EG.gap0,2525
1967,CKSAAP_EH.gap0,2525
1968,CKSAAP_EI.gap0,2525
1969,CKSAAP_EK.gap0,2525
1970,CKSAAP_EL.gap0,2525
1971,CKSAAP_EM.gap0,2525
1972,CKSAAP_EN.gap0,2525
1973,CKSAAP_EP.gap0,2525
1974,CKSAAP_EQ.gap0,2525
1975,CKSAAP_ER.gap0,2525
1976,CKSAAP_ES.gap0,2525
1977,CKSAAP_ET.gap0,2525
1978,CKSAAP_EV.gap0,2525
1979,CKSAAP_EW.gap0,2525
2100,CKSAAP_MK.gap0,2525
2101,CKSAAP_ML.gap0,2525
2102,CKSAAP_MN.gap0,2525
2103,CKSAAP_MP.gap0,2525
2225,CKSAAP_VF.gap0,2525
2226,CKSAAP_VG.gap0,2525
2227,CKSAAP_VH.gap0,2525
2228,CKSAAP_VI.gap0,2525
2229,CKSAAP_VK.gap0,2525
2230,CKSAAP_VL.gap0,2525
2231,CKSAAP_VN.gap0,2525
2232,CKSAAP_VP.gap0,2525
2233,CKSAAP_VQ.gap0,2525
2224,CKSAAP_VE.gap0,2525
2234,CKSAAP_VR.gap0,2525
2236,CKSAAP_VT.gap0,2525
2237,CKSAAP_VV.gap0,2525
2238,CKSAAP_VW.gap0,2525
2239,CKSAAP_VY.gap0,2525
2240,CKSAAP_WA.gap0,2525
2241,CKSAAP_WD.gap0,2525
2242,CKSAAP_WE.gap0,2525
2243,CKSAAP_WG.gap0,2525
2244,CKSAAP_WI.gap0,2525
2235,CKSAAP_VS.gap0,2525
2245,CKSAAP_WL.gap0,2525
2223,CKSAAP_VD.gap0,2525
2221,CKSAAP_VA.gap0,2525
2201,CKSAAP_TA.gap0,2525
2202,CKSAAP_TC.gap0,2525
2203,CKSAAP_TD.gap0,2525
2204,CKSAAP_TE.gap0,2525
2205,CKSAAP_TF.gap0,2525
2206,CKSAAP_TG.gap0,2525
2207,CKSAAP_TH.gap0,2525
2208,CKSAAP_TI.gap0,2525
2209,CKSAAP_TK.gap0,2525
2222,CKSAAP_VC.gap0,2525
2210,CKSAAP_TL.gap0,2525
2212,CKSAAP_TN.gap0,2525
2213,CKSAAP_TP.gap0,2525
2214,CKSAAP_TQ.gap0,2525
2215,CKSAAP_TR.gap0,2525
2216,CKSAAP_TS.gap0,2525
2217,CKSAAP_TT.gap0,2525
2218,CKSAAP_TV.gap0,2525
2219,CKSAAP_TW.gap0,2525
2220,CKSAAP_TY.gap0,2525
2211,CKSAAP_TM.gap0,2525
2246,CKSAAP_WV.gap0,2525
2247,CKSAAP_WY.gap0,2525
2248,CKSAAP_YA.gap0,2525
2276,CKSAAP_AM.gap1,2525
2277,CKSAAP_AN.gap1,2525
2278,CKSAAP_AP.gap1,2525
2279,CKSAAP_AQ.gap1,2525
2280,CKSAAP_AR.gap1,2525
2281,CKSAAP_AS.gap1,2525
2282,CKSAAP_AT.gap1,2525
2283,CKSAAP_AV.gap1,2525
2284,CKSAAP_AW.gap1,2525
2274,CKSAAP_AK.gap1,2525
2286,CKSAAP_CA.gap1,2525
2288,CKSAAP_CE.gap1,2525
2289,CKSAAP_CG.gap1,2525
2290,CKSAAP_CK.gap1,2525
2291,CKSAAP_CL.gap1,2525
2292,CKSAAP_CN.gap1,2525
2293,CKSAAP_CP.gap1,2525
2294,CKSAAP_CR.gap1,2525
2295,CKSAAP_CS.gap1,2525
2296,CKSAAP_CT.gap1,2525
2287,CKSAAP_CD.gap1,2525
2273,CKSAAP_AI.gap1,2525
2272,CKSAAP_AH.gap1,2525
2270,CKSAAP_AF.gap1,2525
2249,CKSAAP_YD.gap0,2525
2250,CKSAAP_YE.gap0,2525
2251,CKSAAP_YF.gap0,2525
2252,CKSAAP_YG.gap0,2525
2253,CKSAAP_YH.gap0,2525
2254,CKSAAP_YI.gap0,2525
2255,CKSAAP_YK.gap0,2525
2256,CKSAAP_YL.gap0,2525
2257,CKSAAP_YM.gap0,2525
2258,CKSAAP_YN.gap0,2525
2259,CKSAAP_YP.gap0,2525
2260,CKSAAP_YQ.gap0,2525
2261,CKSAAP_YR.gap0,2525
2262,CKSAAP_YS.gap0,2525
2263,CKSAAP_YT.gap0,2525
2264,CKSAAP_YV.gap0,2525
2265,CKSAAP_YY.gap0,2525
2266,CKSAAP_AA.gap1,2525
2267,CKSAAP_AC.gap1,2525
2268,CKSAAP_AD.gap1,2525
2269,CKSAAP_AE.gap1,2525
2200,CKSAAP_SY.gap0,2525
1811,KSCTriad_g7.g2.g2.gap0,2525
2199,CKSAAP_SW.gap0,2525
2197,CKSAAP_ST.gap0,2525
2128,CKSAAP_PA.gap0,2525
2129,CKSAAP_PC.gap0,2525
2130,CKSAAP_PD.gap0,2525
2131,CKSAAP_PE.gap0,2525
2132,CKSAAP_PF.gap0,2525
2133,CKSAAP_PG.gap0,2525
2134,CKSAAP_PH.gap0,2525
2135,CKSAAP_PI.gap0,2525
2136,CKSAAP_PK.gap0,2525
2127,CKSAAP_NY.gap0,2525
2137,CKSAAP_PL.gap0,2525
2139,CKSAAP_PP.gap0,2525
2140,CKSAAP_PQ.gap0,2525
2141,CKSAAP_PR.gap0,2525
2142,CKSAAP_PS.gap0,2525
2143,CKSAAP_PT.gap0,2525
2144,CKSAAP_PV.gap0,2525
2145,CKSAAP_PY.gap0,2525
2146,CKSAAP_QA.gap0,2525
2147,CKSAAP_QD.gap0,2525
2138,CKSAAP_PN.gap0,2525
2148,CKSAAP_QE.gap0,2525
2126,CKSAAP_NW.gap0,2525
2124,CKSAAP_NT.gap0,2525
2104,CKSAAP_MQ.gap0,2525
2105,CKSAAP_MR.gap0,2525
2106,CKSAAP_MS.gap0,2525
2107,CKSAAP_MT.gap0,2525
2108,CKSAAP_MV.gap0,2525
2109,CKSAAP_NA.gap0,2525
2110,CKSAAP_ND.gap0,2525
2111,CKSAAP_NE.gap0,2525
2112,CKSAAP_NF.gap0,2525
2125,CKSAAP_NV.gap0,2525
2113,CKSAAP_NG.gap0,2525
2115,CKSAAP_NI.gap0,2525
2116,CKSAAP_NK.gap0,2525
2117,CKSAAP_NL.gap0,2525
2118,CKSAAP_NM.gap0,2525
2119,CKSAAP_NN.gap0,2525
2120,CKSAAP_NP.gap0,2525
2121,CKSAAP_NQ.gap0,2525
2122,CKSAAP_NR.gap0,2525
2123,CKSAAP_NS.gap0,2525
2114,CKSAAP_NH.gap0,2525
2149,CKSAAP_QF.gap0,2525
2150,CKSAAP_QG.gap0,2525
2151,CKSAAP_QH.gap0,2525
2177,CKSAAP_RS.gap0,2525
2178,CKSAAP_RT.gap0,2525
2179,CKSAAP_RV.gap0,2525
2180,CKSAAP_RY.gap0,2525
2181,CKSAAP_SA.gap0,2525
2182,CKSAAP_SC.gap0,2525
2183,CKSAAP_SD.gap0,2525
2184,CKSAAP_SE.gap0,2525
2185,CKSAAP_SF.gap0,2525
2176,CKSAAP_RR.gap0,2525
2186,CKSAAP_SG.gap0,2525
2188,CKSAAP_SI.gap0,2525
2189,CKSAAP_SK.gap0,2525
2190,CKSAAP_SL.gap0,2525
2191,CKSAAP_SM.gap0,2525
2192,CKSAAP_SN.gap0,2525
2193,CKSAAP_SP.gap0,2525
2194,CKSAAP_SQ.gap0,2525
2195,CKSAAP_SR.gap0,2525
2196,CKSAAP_SS.gap0,2525
2187,CKSAAP_SH.gap0,2525
2175,CKSAAP_RQ.gap0,2525
2174,CKSAAP_RP.gap0,2525
2173,CKSAAP_RN.gap0,2525
2152,CKSAAP_QI.gap0,2525
2153,CKSAAP_QK.gap0,2525
2154,CKSAAP_QL.gap0,2525
2155,CKSAAP_QN.gap0,2525
2156,CKSAAP_QP.gap0,2525
2157,CKSAAP_QQ.gap0,2525
2158,CKSAAP_QR.gap0,2525
2159,CKSAAP_QS.gap0,2525
2160,CKSAAP_QT.gap0,2525
2161,CKSAAP_QV.gap0,2525
2162,CKSAAP_QY.gap0,2525
2163,CKSAAP_RA.gap0,2525
2164,CKSAAP_RD.gap0,2525
2165,CKSAAP_RE.gap0,2525
2166,CKSAAP_RF.gap0,2525
2167,CKSAAP_RG.gap0,2525
2168,CKSAAP_RH.gap0,2525
2169,CKSAAP_RI.gap0,2525
2170,CKSAAP_RK.gap0,2525
2171,CKSAAP_RL.gap0,2525
2172,CKSAAP_RM.gap0,2525
2198,CKSAAP_SV.gap0,2525
1810,KSCTriad_g7.g1.g3.gap0,2525
1809,KSCTriad_g7.g1.g1.gap0,2525
1808,KSCTriad_g6.g6.g6.gap0,2525
1534,GTPC_negativecharger.alphaticr.aromatic,2525
1535,GTPC_negativecharger.alphaticr.postivecharger,2525
1536,GTPC_negativecharger.alphaticr.negativecharger,2525
1537,GTPC_negativecharger.alphaticr.uncharger,2525
1538,GTPC_negativecharger.aromatic.alphaticr,2525
1539,GTPC_negativecharger.aromatic.aromatic,2525
1540,GTPC_negativecharger.aromatic.postivecharger,2525
1541,GTPC_negativecharger.aromatic.negativecharger,2525
1542,GTPC_negativecharger.aromatic.uncharger,2525
1532,GTPC_postivecharger.uncharger.uncharger,2525
1543,GTPC_negativecharger.postivecharger.alphaticr,2525
1545,GTPC_negativecharger.postivecharger.postivecharger,2525
1546,GTPC_negativecharger.postivecharger.negativecharger,2525
1547,GTPC_negativecharger.postivecharger.uncharger,2525
1548,GTPC_negativecharger.negativecharger.alphaticr,2525
1549,GTPC_negativecharger.negativecharger.aromatic,2525
1550,GTPC_negativecharger.negativecharger.postivecharger,2525
1551,GTPC_negativecharger.negativecharger.negativecharger,2525
1554,GTPC_negativecharger.uncharger.aromatic,2525
1555,GTPC_negativecharger.uncharger.postivecharger,2525
1544,GTPC_negativecharger.postivecharger.aromatic,2525
1556,GTPC_negativecharger.uncharger.negativecharger,2525
1531,GTPC_postivecharger.uncharger.negativecharger,2525
1529,GTPC_postivecharger.uncharger.aromatic,2525
1505,GTPC_aromatic.uncharger.postivecharger,2525
1506,GTPC_aromatic.uncharger.negativecharger,2525
1508,GTPC_postivecharger.alphaticr.alphaticr,2525
1511,GTPC_postivecharger.alphaticr.negativecharger,2525
1513,GTPC_postivecharger.aromatic.alphaticr,2525
1514,GTPC_postivecharger.aromatic.aromatic,2525
1515,GTPC_postivecharger.aromatic.postivecharger,2525
1516,GTPC_postivecharger.aromatic.negativecharger,2525
1517,GTPC_postivecharger.aromatic.uncharger,2525
1530,GTPC_postivecharger.uncharger.postivecharger,2525
1518,GTPC_postivecharger.postivecharger.alphaticr,2525
1520,GTPC_postivecharger.postivecharger.postivecharger,2525
1521,GTPC_postivecharger.postivecharger.negativecharger,2525
1522,GTPC_postivecharger.postivecharger.uncharger,2525
1523,GTPC_postivecharger.negativecharger.alphaticr,2525
1524,GTPC_postivecharger.negativecharger.aromatic,2525
1525,GTPC_postivecharger.negativecharger.postivecharger,2525
1526,GTPC_postivecharger.negativecharger.negativecharger,2525
1527,GTPC_postivecharger.negativecharger.uncharger,2525
1528,GTPC_postivecharger.uncharger.alphaticr,2525
1519,GTPC_postivecharger.postivecharger.aromatic,2525
1560,GTPC_uncharger.alphaticr.postivecharger,2525
1563,GTPC_uncharger.aromatic.alphaticr,2525
1564,GTPC_uncharger.aromatic.aromatic,2525
1594,KSCTriad_g1.g2.g5.gap0,2525
1595,KSCTriad_g1.g2.g6.gap0,2525
1596,KSCTriad_g1.g3.g1.gap0,2525
1597,KSCTriad_g1.g3.g2.gap0,2525
1598,KSCTriad_g1.g3.g3.gap0,2525
1599,KSCTriad_g1.g3.g4.gap0,2525
1600,KSCTriad_g1.g3.g5.gap0,2525
1601,KSCTriad_g1.g3.g6.gap0,2525
1602,KSCTriad_g1.g4.g1.gap0,2525
1593,KSCTriad_g1.g2.g4.gap0,2525
1603,KSCTriad_g1.g4.g2.gap0,2525
1605,KSCTriad_g1.g4.g4.gap0,2525
1606,KSCTriad_g1.g4.g5.gap0,2525
1607,KSCTriad_g1.g4.g6.gap0,2525
1608,KSCTriad_g1.g5.g1.gap0,2525
1609,KSCTriad_g1.g5.g2.gap0,2525
1610,KSCTriad_g1.g5.g3.gap0,2525
1611,KSCTriad_g1.g5.g4.gap0,2525
1612,KSCTriad_g1.g5.g5.gap0,2525
1613,KSCTriad_g1.g5.g6.gap0,2525
1604,KSCTriad_g1.g4.g3.gap0,2525
1592,KSCTriad_g1.g2.g3.gap0,2525
1591,KSCTriad_g1.g2.g2.gap0,2525
1590,KSCTriad_g1.g2.g1.gap0,2525
1565,GTPC_uncharger.aromatic.postivecharger,2525
1566,GTPC_uncharger.aromatic.negativecharger,2525
1567,GTPC_uncharger.aromatic.uncharger,2525
1568,GTPC_uncharger.postivecharger.alphaticr,2525
1569,GTPC_uncharger.postivecharger.aromatic,2525
1571,GTPC_uncharger.postivecharger.negativecharger,2525
1572,GTPC_uncharger.postivecharger.uncharger,2525
1573,GTPC_uncharger.negativecharger.alphaticr,2525
1574,GTPC_uncharger.negativecharger.aromatic,2525
1575,GTPC_uncharger.negativecharger.postivecharger,2525
1576,GTPC_uncharger.negativecharger.negativecharger,2525
1577,GTPC_uncharger.negativecharger.uncharger,2525
1579,GTPC_uncharger.uncharger.aromatic,2525
1580,GTPC_uncharger.uncharger.postivecharger,2525
1583,KSCTriad_g1.g1.g1.gap0,2525
1584,KSCTriad_g1.g1.g2.gap0,2525
1585,KSCTriad_g1.g1.g3.gap0,2525
1586,KSCTriad_g1.g1.g4.gap0,2525
1587,KSCTriad_g1.g1.g5.gap0,2525
1588,KSCTriad_g1.g1.g6.gap0,2525
1589,KSCTriad_g1.g1.g7.gap0,2525
1504,GTPC_aromatic.uncharger.aromatic,2525
1614,KSCTriad_g1.g6.g1.gap0,2525
1503,GTPC_aromatic.uncharger.alphaticr,2525
1501,GTPC_aromatic.negativecharger.negativecharger,2525
1417,DPC_YK,2525
1418,DPC_YL,2525
1419,DPC_YM,2525
1420,DPC_YN,2525
1421,DPC_YP,2525
1422,DPC_YQ,2525
1423,DPC_YR,2525
1424,DPC_YS,2525
1425,DPC_YT,2525
1416,DPC_YI,2525
1426,DPC_YV,2525
1431,GAAC_negativecharge,2525
1433,GDPC_alphaticr.alphaticr,2525
1434,GDPC_alphaticr.aromatic,2525
1435,GDPC_alphaticr.postivecharger,2525
1436,GDPC_alphaticr.negativecharger,2525
1437,GDPC_alphaticr.uncharger,2525
1438,GDPC_aromatic.alphaticr,2525
1439,GDPC_aromatic.aromatic,2525
1440,GDPC_aromatic.postivecharger,2525
1427,DPC_YY,2525
1441,GDPC_aromatic.negativecharger,2525
1415,DPC_YH,2525
1413,DPC_YF,2525
1393,DPC_VN,2525
1394,DPC_VP,2525
1395,DPC_VQ,2525
1396,DPC_VR,2525
1397,DPC_VS,2525
1398,DPC_VT,2525
1399,DPC_VV,2525
1400,DPC_VW,2525
1401,DPC_VY,2525
1414,DPC_YG,2525
1402,DPC_WA,2525
1404,DPC_WE,2525
1405,DPC_WG,2525
1406,DPC_WI,2525
1407,DPC_WL,2525
1408,DPC_WV,2525
1409,DPC_WY,2525
1410,DPC_YA,2525
1411,DPC_YD,2525
1412,DPC_YE,2525
1403,DPC_WD,2525
1442,GDPC_aromatic.uncharger,2525
1443,GDPC_postivecharger.alphaticr,2525
1444,GDPC_postivecharger.aromatic,2525
1477,GTPC_alphaticr.negativecharger.uncharger,2525
1479,GTPC_alphaticr.uncharger.aromatic,2525
1481,GTPC_alphaticr.uncharger.negativecharger,2525
1483,GTPC_aromatic.alphaticr.alphaticr,2525
1484,GTPC_aromatic.alphaticr.aromatic,2525
1486,GTPC_aromatic.alphaticr.negativecharger,2525
1487,GTPC_aromatic.alphaticr.uncharger,2525
1488,GTPC_aromatic.aromatic.alphaticr,2525
1489,GTPC_aromatic.aromatic.aromatic,2525
1476,GTPC_alphaticr.negativecharger.negativecharger,2525
1490,GTPC_aromatic.aromatic.postivecharger,2525
1492,GTPC_aromatic.aromatic.uncharger,2525
1493,GTPC_aromatic.postivecharger.alphaticr,2525
1494,GTPC_aromatic.postivecharger.aromatic,2525
1495,GTPC_aromatic.postivecharger.postivecharger,2525
1496,GTPC_aromatic.postivecharger.negativecharger,2525
1497,GTPC_aromatic.postivecharger.uncharger,2525
1498,GTPC_aromatic.negativecharger.alphaticr,2525
1499,GTPC_aromatic.negativecharger.aromatic,2525
1500,GTPC_aromatic.negativecharger.postivecharger,2525
1491,GTPC_aromatic.aromatic.negativecharger,2525
1475,GTPC_alphaticr.negativecharger.postivecharger,2525
1471,GTPC_alphaticr.postivecharger.negativecharger,2525
1470,GTPC_alphaticr.postivecharger.postivecharger,2525
1445,GDPC_postivecharger.postivecharger,2525
1446,GDPC_postivecharger.negativecharger,2525
1447,GDPC_postivecharger.uncharger,2525
1448,GDPC_negativecharger.alphaticr,2525
1449,GDPC_negativecharger.aromatic,2525
1450,GDPC_negativecharger.postivecharger,2525
1451,GDPC_negativecharger.negativecharger,2525
1452,GDPC_negativecharger.uncharger,2525
1453,GDPC_uncharger.alphaticr,2525
1454,GDPC_uncharger.aromatic,2525
1455,GDPC_uncharger.postivecharger,2525
1456,GDPC_uncharger.negativecharger,2525
1457,GDPC_uncharger.uncharger,2525
1459,GTPC_alphaticr.alphaticr.aromatic,2525
1461,GTPC_alphaticr.alphaticr.negativecharger,2525
1463,GTPC_alphaticr.aromatic.alphaticr,2525
1464,GTPC_alphaticr.aromatic.aromatic,2525
1465,GTPC_alphaticr.aromatic.postivecharger,2525
1466,GTPC_alphaticr.aromatic.negativecharger,2525
1467,GTPC_alphaticr.aromatic.uncharger,2525
1469,GTPC_alphaticr.postivecharger.aromatic,2525
1502,GTPC_aromatic.negativecharger.uncharger,2525
2298,CKSAAP_DA.gap1,2525
1615,KSCTriad_g1.g6.g2.gap0,2525
1617,KSCTriad_g1.g6.g4.gap0,2525
1739,KSCTriad_g5.g1.g3.gap0,2525
1740,KSCTriad_g5.g1.g4.gap0,2525
1741,KSCTriad_g5.g1.g5.gap0,2525
1742,KSCTriad_g5.g1.g6.gap0,2525
1743,KSCTriad_g5.g2.g1.gap0,2525
1744,KSCTriad_g5.g2.g2.gap0,2525
1745,KSCTriad_g5.g2.g3.gap0,2525
1746,KSCTriad_g5.g2.g4.gap0,2525
1747,KSCTriad_g5.g2.g5.gap0,2525
1738,KSCTriad_g5.g1.g2.gap0,2525
1748,KSCTriad_g5.g2.g6.gap0,2525
1750,KSCTriad_g5.g3.g2.gap0,2525
1751,KSCTriad_g5.g3.g3.gap0,2525
1752,KSCTriad_g5.g3.g4.gap0,2525
1753,KSCTriad_g5.g3.g5.gap0,2525
1754,KSCTriad_g5.g3.g6.gap0,2525
1755,KSCTriad_g5.g4.g1.gap0,2525
1756,KSCTriad_g5.g4.g2.gap0,2525
1757,KSCTriad_g5.g4.g3.gap0,2525
1758,KSCTriad_g5.g4.g4.gap0,2525
1749,KSCTriad_g5.g3.g1.gap0,2525
1759,KSCTriad_g5.g4.g5.gap0,2525
1737,KSCTriad_g5.g1.g1.gap0,2525
1735,KSCTriad_g4.g6.g5.gap0,2525
1715,KSCTriad_g4.g3.g3.gap0,2525
1716,KSCTriad_g4.g3.g4.gap0,2525
1717,KSCTriad_g4.g3.g5.gap0,2525
1718,KSCTriad_g4.g3.g6.gap0,2525
1719,KSCTriad_g4.g4.g1.gap0,2525
1720,KSCTriad_g4.g4.g2.gap0,2525
1721,KSCTriad_g4.g4.g3.gap0,2525
1722,KSCTriad_g4.g4.g4.gap0,2525
1723,KSCTriad_g4.g4.g5.gap0,2525
1736,KSCTriad_g4.g6.g6.gap0,2525
1724,KSCTriad_g4.g4.g6.gap0,2525
1726,KSCTriad_g4.g5.g2.gap0,2525
1727,KSCTriad_g4.g5.g3.gap0,2525
1728,KSCTriad_g4.g5.g4.gap0,2525
1729,KSCTriad_g4.g5.g5.gap0,2525
1730,KSCTriad_g4.g5.g6.gap0,2525
1731,KSCTriad_g4.g6.g1.gap0,2525
1732,KSCTriad_g4.g6.g2.gap0,2525
1733,KSCTriad_g4.g6.g3.gap0,2525
1734,KSCTriad_g4.g6.g4.gap0,2525
1725,KSCTriad_g4.g5.g1.gap0,2525
1760,KSCTriad_g5.g4.g6.gap0,2525
1761,KSCTriad_g5.g5.g1.gap0,2525
1762,KSCTriad_g5.g5.g2.gap0,2525
1788,KSCTriad_g6.g3.g4.gap0,2525
1789,KSCTriad_g6.g3.g5.gap0,2525
1790,KSCTriad_g6.g3.g6.gap0,2525
1791,KSCTriad_g6.g4.g1.gap0,2525
1792,KSCTriad_g6.g4.g2.gap0,2525
1793,KSCTriad_g6.g4.g3.gap0,2525
1794,KSCTriad_g6.g4.g4.gap0,2525
1795,KSCTriad_g6.g4.g5.gap0,2525
1796,KSCTriad_g6.g4.g6.gap0,2525
1787,KSCTriad_g6.g3.g3.gap0,2525
1797,KSCTriad_g6.g5.g1.gap0,2525
1799,KSCTriad_g6.g5.g3.gap0,2525
1800,KSCTriad_g6.g5.g4.gap0,2525
1801,KSCTriad_g6.g5.g5.gap0,2525
1802,KSCTriad_g6.g5.g6.gap0,2525
1803,KSCTriad_g6.g6.g1.gap0,2525
1804,KSCTriad_g6.g6.g2.gap0,2525
1805,KSCTriad_g6.g6.g3.gap0,2525
1806,KSCTriad_g6.g6.g4.gap0,2525
1807,KSCTriad_g6.g6.g5.gap0,2525
1798,KSCTriad_g6.g5.g2.gap0,2525
1786,KSCTriad_g6.g3.g2.gap0,2525
1785,KSCTriad_g6.g3.g1.gap0,2525
1784,KSCTriad_g6.g2.g6.gap0,2525
1763,KSCTriad_g5.g5.g3.gap0,2525
1764,KSCTriad_g5.g5.g4.gap0,2525
1765,KSCTriad_g5.g5.g5.gap0,2525
1766,KSCTriad_g5.g5.g6.gap0,2525
1767,KSCTriad_g5.g6.g1.gap0,2525
1768,KSCTriad_g5.g6.g2.gap0,2525
1769,KSCTriad_g5.g6.g3.gap0,2525
1770,KSCTriad_g5.g6.g4.gap0,2525
1771,KSCTriad_g5.g6.g5.gap0,2525
1772,KSCTriad_g5.g6.g6.gap0,2525
1773,KSCTriad_g6.g1.g1.gap0,2525
1774,KSCTriad_g6.g1.g2.gap0,2525
1775,KSCTriad_g6.g1.g3.gap0,2525
1776,KSCTriad_g6.g1.g4.gap0,2525
1777,KSCTriad_g6.g1.g5.gap0,2525
1778,KSCTriad_g6.g1.g6.gap0,2525
1779,KSCTriad_g6.g2.g1.gap0,2525
1780,KSCTriad_g6.g2.g2.gap0,2525
1781,KSCTriad_g6.g2.g3.gap0,2525
1782,KSCTriad_g6.g2.g4.gap0,2525
1783,KSCTriad_g6.g2.g5.gap0,2525
1714,KSCTriad_g4.g3.g2.gap0,2525
1616,KSCTriad_g1.g6.g3.gap0,2525
1713,KSCTriad_g4.g3.g1.gap0,2525
1711,KSCTriad_g4.g2.g5.gap0,2525
1642,KSCTriad_g2.g3.g7.gap0,2525
1643,KSCTriad_g2.g4.g1.gap0,2525
1644,KSCTriad_g2.g4.g2.gap0,2525
1645,KSCTriad_g2.g4.g3.gap0,2525
1646,KSCTriad_g2.g4.g4.gap0,2525
1647,KSCTriad_g2.g4.g5.gap0,2525
1648,KSCTriad_g2.g4.g6.gap0,2525
1649,KSCTriad_g2.g5.g1.gap0,2525
